36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:05:28.2 (2176885)|EXECUTION_STARTED
16:05:28.2 (2191829)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
16:05:28.2 (7061810)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
16:05:28.2 (7107333)|METHOD_EXIT|[1]|PermissionSetPortalControllers
16:05:28.2 (7143964)|METHOD_ENTRY|[1]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getallObjectandFieldDetails(String)
16:05:28.2 (8051920)|SOQL_EXECUTE_BEGIN|[199]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
16:05:28.2 (38032463)|SOQL_EXECUTE_END|[199]|Rows:3
16:05:28.2 (52938997)|METHOD_ENTRY|[205]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
16:05:28.2 (55984237)|METHOD_EXIT|[205]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
16:05:28.2 (58986788)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (59767129)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (60060648)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (60286907)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (60523744)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (60891439)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (60948852)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (61104691)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (61290647)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (61671159)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (61726955)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (61877660)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (63458454)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (63831508)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (63889734)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (64042131)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (64214872)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (64634789)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (64690985)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (64841826)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (65014437)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (65378793)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (65433477)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (65588478)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (67418667)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (67796934)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (67856317)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (68010114)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (68180213)|CONSTRUCTOR_ENTRY|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (68553646)|CONSTRUCTOR_EXIT|[254]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:05:28.2 (68609725)|CONSTRUCTOR_ENTRY|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:05:28.2 (68761989)|CONSTRUCTOR_EXIT|[255]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
