36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:49:44.1 (1611588)|EXECUTION_STARTED
18:49:44.1 (1625461)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
18:49:44.1 (7282803)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
18:49:44.1 (7337669)|METHOD_EXIT|[1]|PermissionSetPortalControllers
18:49:44.1 (7372258)|METHOD_ENTRY|[1]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getObjectPermissionsConcerningPermissionSet(String)
18:49:44.1 (9023717)|SOQL_EXECUTE_BEGIN|[567]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
18:49:44.1 (32627050)|SOQL_EXECUTE_END|[567]|Rows:3
18:49:44.1 (33720939)|CONSTRUCTOR_ENTRY|[575]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:49:44.1 (34438891)|CONSTRUCTOR_EXIT|[575]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:49:44.1 (34712985)|CONSTRUCTOR_ENTRY|[576]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
18:49:44.1 (34930472)|CONSTRUCTOR_EXIT|[576]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
18:49:44.1 (35129773)|CONSTRUCTOR_ENTRY|[575]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:49:44.1 (35490406)|CONSTRUCTOR_EXIT|[575]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:49:44.1 (35541114)|CONSTRUCTOR_ENTRY|[576]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
18:49:44.1 (35699788)|CONSTRUCTOR_EXIT|[576]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
18:49:44.1 (35857933)|CONSTRUCTOR_ENTRY|[575]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:49:44.1 (36207558)|CONSTRUCTOR_EXIT|[575]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:49:44.1 (36258016)|CONSTRUCTOR_ENTRY|[576]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
18:49:44.1 (36419142)|CONSTRUCTOR_EXIT|[576]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
18:49:44.1 (36514336)|METHOD_ENTRY|[580]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.comparingAndManiplatingObject(List<shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass>, String)
