36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:00:18.3 (3500628)|METHOD_EXIT|[1]|PermissionSetPortalControllers
18:00:18.3 (5238074)|SOQL_EXECUTE_BEGIN|[238]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
18:00:18.3 (29573413)|SOQL_EXECUTE_END|[238]|Rows:2
18:00:18.3 (30951107)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:00:18.3 (31668683)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:00:18.3 (31746653)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (32093527)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (32169404)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
18:00:18.3 (32580059)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
18:00:18.3 (32836155)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:00:18.3 (33165882)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
18:00:18.3 (33206648)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (33366589)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (33406794)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
18:00:18.3 (33611623)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
18:00:18.3 (33696804)|METHOD_ENTRY|[253]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.comparingAndManiplatingObject(List<shiva15testns.PermissionSetPortalControllers.ObjectwithPSetPermissionsClass>)
18:00:18.3 (33883049)|METHOD_ENTRY|[288]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getAllObjects()
18:00:18.3 (44032937)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (44229905)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (44589016)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (44760418)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (45056767)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (45229825)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (46028735)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (46206596)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (46548438)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
18:00:18.3 (46713552)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
