36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:46:14.0 (776508)|HEAP_ALLOCATE|[72]|Bytes:3
18:46:14.0 (857652)|HEAP_ALLOCATE|[77]|Bytes:152
18:46:14.0 (881231)|HEAP_ALLOCATE|[342]|Bytes:408
18:46:14.0 (902970)|HEAP_ALLOCATE|[355]|Bytes:408
18:46:14.0 (923538)|HEAP_ALLOCATE|[467]|Bytes:48
18:46:14.3 (3209893)|STATEMENT_EXECUTE|[1]
18:46:14.3 (3254616)|HEAP_ALLOCATE|[50]|Bytes:5
18:46:14.3 (3282537)|HEAP_ALLOCATE|[56]|Bytes:5
18:46:14.3 (3292175)|HEAP_ALLOCATE|[64]|Bytes:7
18:46:14.3 (3316822)|SYSTEM_MODE_ENTER|false
18:46:14.3 (3338350)|HEAP_ALLOCATE|[9]|Bytes:5
18:46:14.3 (3342709)|STATEMENT_EXECUTE|[9]
18:46:14.3 (3350474)|HEAP_ALLOCATE|[9]|Bytes:4
18:46:14.3 (3374418)|ENTERING_MANAGED_PKG|
18:46:14.3 (3479467)|VARIABLE_ASSIGNMENT|[9]|PermissionSetPortalControllers.contactsField|{"s":1,"v":[]}|0x353e510c
18:46:14.3 (3485355)|STATEMENT_EXECUTE|[10]
18:46:14.3 (3491123)|HEAP_ALLOCATE|[10]|Bytes:4
18:46:14.3 (3504636)|ENTERING_MANAGED_PKG|
18:46:14.3 (3543315)|VARIABLE_ASSIGNMENT|[10]|PermissionSetPortalControllers.accountField|{"s":1,"v":[]}|0x781303c1
18:46:14.3 (3547502)|STATEMENT_EXECUTE|[1037]
18:46:14.3 (3549864)|STATEMENT_EXECUTE|[1066]
18:46:14.3 (3550981)|STATEMENT_EXECUTE|[1094]
18:46:14.3 (3552195)|STATEMENT_EXECUTE|[1123]
18:46:14.3 (3553447)|STATEMENT_EXECUTE|[1139]
18:46:14.3 (3554552)|STATEMENT_EXECUTE|[1156]
18:46:14.3 (3555758)|STATEMENT_EXECUTE|[1167]
18:46:14.3 (3556861)|STATEMENT_EXECUTE|[1172]
18:46:14.3 (3563348)|SYSTEM_MODE_EXIT|false
18:46:14.3 (3575945)|METHOD_EXIT|[1]|PermissionSetPortalControllers
18:46:14.3 (3582292)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
18:46:14.3 (3589797)|SYSTEM_MODE_ENTER|false
18:46:14.3 (3600742)|VARIABLE_SCOPE_BEGIN|[440]|selectedObject|String|false|false
18:46:14.3 (3608252)|VARIABLE_ASSIGNMENT|[440]|selectedObject|"account"
18:46:14.3 (3619468)|HEAP_ALLOCATE|[441]|Bytes:5
18:46:14.3 (3623594)|STATEMENT_EXECUTE|[440]
18:46:14.3 (3625052)|STATEMENT_EXECUTE|[441]
18:46:14.3 (3626086)|STATEMENT_EXECUTE|[441]
18:46:14.3 (3627323)|STATEMENT_EXECUTE|[442]
18:46:14.3 (3639082)|HEAP_ALLOCATE|[442]|Bytes:4
18:46:14.3 (3713449)|ENTERING_MANAGED_PKG|
18:46:14.3 (3734376)|VARIABLE_SCOPE_BEGIN|[442]|listOfFieldsForSorting|List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>|true|false
18:46:14.3 (3766526)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:46:14.3 (3779762)|VARIABLE_ASSIGNMENT|[442]|listOfFieldsForSorting|{"s":1,"v":[]}|0x2386b00e
18:46:14.3 (3783505)|STATEMENT_EXECUTE|[443]
18:46:14.3 (3811724)|ENTERING_MANAGED_PKG|
18:46:14.3 (16467236)|HEAP_ALLOCATE|[443]|Bytes:1420
18:46:14.3 (16486448)|VARIABLE_SCOPE_BEGIN|[443]|schemaMap|Map<String,Schema.SObjectType>|true|false
18:46:14.3 (16724042)|VARIABLE_ASSIGNMENT|[443]|schemaMap|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x64f72343
18:46:14.3 (16731957)|STATEMENT_EXECUTE|[444]
18:46:14.3 (16738053)|HEAP_ALLOCATE|[444]|Bytes:45
18:46:14.3 (16767641)|ENTERING_MANAGED_PKG|
18:46:14.3 (16892469)|HEAP_ALLOCATE|[444]|Bytes:343
18:46:14.3 (16917571)|HEAP_ALLOCATE|[444]|Bytes:388
18:46:14.3 (16942125)|ENTERING_MANAGED_PKG|
18:46:14.3 (16951010)|USER_DEBUG|[444]|DEBUG|schemaMap in get_IndividualObj_AllFieldData: {acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}
18:46:14.3 (16959027)|STATEMENT_EXECUTE|[445]
18:46:14.3 (16964866)|HEAP_ALLOCATE|[445]|Bytes:4
18:46:14.3 (16974611)|ENTERING_MANAGED_PKG|
18:46:14.3 (16993074)|VARIABLE_SCOPE_BEGIN|[445]|individualObjectAllFieldsList|List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>|true|false
18:46:14.3 (17010651)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:46:14.3 (17024194)|VARIABLE_ASSIGNMENT|[445]|individualObjectAllFieldsList|{"s":1,"v":[]}|0x771e9b17
18:46:14.3 (17027989)|STATEMENT_EXECUTE|[446]
18:46:14.3 (17101152)|VARIABLE_SCOPE_BEGIN|[446]|fieldClassObj|shiva15testns.PermissionSetPortalControllers.FieldDetailsClass|true|false
18:46:14.3 (17111390)|VARIABLE_ASSIGNMENT|[446]|fieldClassObj|null|
18:46:14.3 (17130679)|ENTERING_MANAGED_PKG|
18:46:14.3 (17158094)|STATEMENT_EXECUTE|[448]
18:46:14.3 (17160377)|STATEMENT_EXECUTE|[449]
18:46:14.3 (17164733)|HEAP_ALLOCATE|[449]|Bytes:81
18:46:14.3 (17176513)|HEAP_ALLOCATE|[449]|Bytes:88
18:46:14.3 (17190157)|ENTERING_MANAGED_PKG|
18:46:14.3 (17206256)|USER_DEBUG|[449]|DEBUG|schemaMap in get_IndividualObj_AllFieldData is not empty and the selectedObject: account
18:46:14.3 (17213673)|STATEMENT_EXECUTE|[450]
18:46:14.3 (17227653)|ENTERING_MANAGED_PKG|
18:46:14.3 (17985375)|HEAP_ALLOCATE|[450]|Bytes:4
18:46:14.3 (19425949)|HEAP_ALLOCATE|[450]|Bytes:264
18:46:14.3 (19439179)|VARIABLE_SCOPE_BEGIN|[450]|IndividiaulfieldMap|Map<String,Schema.SObjectField>|true|false
18:46:14.3 (19586198)|VARIABLE_ASSIGNMENT|[450]|IndividiaulfieldMap|"{accountnumber=AccountNumber, accountsource=AccountSource, annualrevenue=AnnualRevenue, billingaddress=BillingAddress, billingcity=BillingCity, billingcountry=BillingCountry, billinggeocodeaccuracy=BillingGeocodeAccuracy, billinglatitude=BillingLatitude, billinglongitude=BillingLongitude, billingpostalcode=BillingPostalCode, ...}"|0x104445bf
18:46:14.3 (19593261)|STATEMENT_EXECUTE|[451]
