36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
15:50:47.0 (91216)|EXECUTION_STARTED
15:50:47.0 (131108)|CODE_UNIT_STARTED|[EXTERNAL]|01p36000005Jpvx|PermissionSetPortalControllers.getAllPermissionSets
15:50:47.0 (507843)|VARIABLE_SCOPE_BEGIN|[3]|PermissionSetPortalControllers.AllPermissionSets|List<PermissionSet>|true|true
15:50:47.0 (534471)|VARIABLE_SCOPE_BEGIN|[10]|PermissionSetPortalControllers.accountField|Set<String>|true|true
15:50:47.0 (648552)|VARIABLE_SCOPE_BEGIN|[5]|PermissionSetPortalControllers.allObjectsOfOrg|List<shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass>|true|true
15:50:47.0 (663576)|VARIABLE_SCOPE_BEGIN|[9]|PermissionSetPortalControllers.contactsField|Set<String>|true|true
15:50:47.0 (667584)|VARIABLE_SCOPE_BEGIN|[7]|PermissionSetPortalControllers.isNotSystemSObjectList|Set<String>|true|true
15:50:47.0 (862074)|HEAP_ALLOCATE|[72]|Bytes:3
15:50:47.0 (923520)|HEAP_ALLOCATE|[77]|Bytes:152
15:50:47.0 (944606)|HEAP_ALLOCATE|[342]|Bytes:408
15:50:47.0 (964137)|HEAP_ALLOCATE|[355]|Bytes:408
15:50:47.0 (982601)|HEAP_ALLOCATE|[467]|Bytes:48
15:50:47.0 (1016508)|HEAP_ALLOCATE|[139]|Bytes:6
15:50:47.0 (1043003)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:168
15:50:47.0 (1054217)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:90
15:50:47.0 (1058516)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:394
15:50:47.0 (1082038)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
15:50:47.0 (1089913)|STATEMENT_EXECUTE|[1]
15:50:47.0 (1096513)|STATEMENT_EXECUTE|[1]
15:50:47.0 (1136684)|HEAP_ALLOCATE|[50]|Bytes:5
15:50:47.0 (1164685)|HEAP_ALLOCATE|[56]|Bytes:5
15:50:47.0 (1177302)|HEAP_ALLOCATE|[64]|Bytes:7
15:50:47.0 (1204334)|SYSTEM_MODE_ENTER|false
15:50:47.0 (1225774)|HEAP_ALLOCATE|[9]|Bytes:5
15:50:47.0 (1234365)|STATEMENT_EXECUTE|[9]
15:50:47.0 (1242107)|HEAP_ALLOCATE|[9]|Bytes:4
15:50:47.0 (1284491)|ENTERING_MANAGED_PKG|
15:50:47.0 (1431625)|VARIABLE_ASSIGNMENT|[9]|PermissionSetPortalControllers.contactsField|{"s":1,"v":[]}|0x7859a732
15:50:47.0 (1437735)|STATEMENT_EXECUTE|[10]
15:50:47.0 (1443265)|HEAP_ALLOCATE|[10]|Bytes:4
15:50:47.0 (1457112)|ENTERING_MANAGED_PKG|
15:50:47.0 (1497928)|VARIABLE_ASSIGNMENT|[10]|PermissionSetPortalControllers.accountField|{"s":1,"v":[]}|0x46f81b2e
15:50:47.0 (1502743)|STATEMENT_EXECUTE|[1077]
15:50:47.0 (1504598)|STATEMENT_EXECUTE|[1106]
15:50:47.0 (1505781)|STATEMENT_EXECUTE|[1134]
15:50:47.0 (1507256)|STATEMENT_EXECUTE|[1163]
15:50:47.0 (1508420)|STATEMENT_EXECUTE|[1179]
15:50:47.0 (1509713)|STATEMENT_EXECUTE|[1196]
15:50:47.0 (1510648)|STATEMENT_EXECUTE|[1207]
