36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
15:17:20.1 (1903477)|EXECUTION_STARTED
15:17:20.1 (1925266)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
15:17:20.1 (7496611)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
15:17:20.1 (7543516)|METHOD_EXIT|[1]|PermissionSetPortalControllers
15:17:20.1 (7584937)|METHOD_ENTRY|[1]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getObjectPermissionsConcerningPermissionSet(String)
15:17:20.1 (9026084)|SOQL_EXECUTE_BEGIN|[323]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
15:17:20.1 (70021012)|SOQL_EXECUTE_END|[323]|Rows:2
15:17:20.1 (71916108)|CONSTRUCTOR_ENTRY|[332]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
15:17:20.1 (72712519)|CONSTRUCTOR_EXIT|[332]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
15:17:20.1 (72818698)|CONSTRUCTOR_ENTRY|[333]|01p36000005Jpvx|<init>(String,String,String)
15:17:20.1 (73196296)|CONSTRUCTOR_EXIT|[333]|01p36000005Jpvx|<init>(String,String,String)
15:17:20.1 (73302870)|CONSTRUCTOR_ENTRY|[335]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
15:17:20.1 (73752648)|CONSTRUCTOR_EXIT|[335]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
15:17:20.1 (74061980)|CONSTRUCTOR_ENTRY|[332]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
15:17:20.1 (74436194)|CONSTRUCTOR_EXIT|[332]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
15:17:20.1 (74494641)|CONSTRUCTOR_ENTRY|[333]|01p36000005Jpvx|<init>(String,String,String)
15:17:20.1 (74720726)|CONSTRUCTOR_EXIT|[333]|01p36000005Jpvx|<init>(String,String,String)
15:17:20.1 (74778527)|CONSTRUCTOR_ENTRY|[335]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
15:17:20.1 (75026768)|CONSTRUCTOR_EXIT|[335]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
15:17:20.1 (75125070)|METHOD_ENTRY|[338]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.comparingAndManiplatingObject(List<shiva15testns.PermissionSetPortalControllers.ObjectwithPSetPermissionsClass>)
15:17:20.1 (75312164)|METHOD_ENTRY|[361]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getAllObjects()
15:17:20.1 (87906092)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (91110461)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (92215474)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (93017558)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (93663416)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (94467981)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (95790760)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (96593357)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (97304110)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (98100137)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (98749851)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (99553937)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (100186405)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (100985717)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (102050870)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (102853737)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (103490310)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (104282274)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (104922739)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (105720651)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (106386291)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (107186819)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (107821845)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (108638669)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (109271593)|METHOD_ENTRY|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:17:20.1 (110077180)|METHOD_EXIT|[180]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
