36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:59:49.0 (468670)|EXECUTION_STARTED
10:59:49.0 (504673)|CODE_UNIT_STARTED|[EXTERNAL]|01p36000005Jpvx|PermissionSetPortalControllers.getAllObjects
10:59:49.0 (649451)|VARIABLE_SCOPE_BEGIN|[2]|PermissionSetPortalControllers.AllObjectsofOrg|Map<String,Schema.SObjectType>|true|true
10:59:49.0 (666839)|VARIABLE_SCOPE_BEGIN|[3]|PermissionSetPortalControllers.AllPermissionSets|List<PermissionSet>|true|true
10:59:49.0 (697669)|VARIABLE_SCOPE_BEGIN|[4]|PermissionSetPortalControllers.inputField|String|false|true
10:59:49.0 (954566)|HEAP_ALLOCATE|[72]|Bytes:3
10:59:49.0 (1018778)|HEAP_ALLOCATE|[77]|Bytes:152
10:59:49.0 (1042379)|HEAP_ALLOCATE|[342]|Bytes:408
10:59:49.0 (1062557)|HEAP_ALLOCATE|[355]|Bytes:408
10:59:49.0 (1081248)|HEAP_ALLOCATE|[467]|Bytes:48
10:59:49.0 (1124123)|HEAP_ALLOCATE|[139]|Bytes:6
10:59:49.0 (1149968)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
10:59:49.0 (1154810)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
10:59:49.0 (1157564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:59:49.0 (1178027)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
10:59:49.0 (1183120)|STATEMENT_EXECUTE|[1]
10:59:49.0 (1193031)|STATEMENT_EXECUTE|[1]
10:59:49.0 (1231403)|HEAP_ALLOCATE|[50]|Bytes:5
10:59:49.0 (1261137)|HEAP_ALLOCATE|[56]|Bytes:5
10:59:49.0 (1269809)|HEAP_ALLOCATE|[64]|Bytes:7
10:59:49.0 (1298732)|SYSTEM_MODE_ENTER|false
10:59:49.0 (1318561)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:59:49.0 (1325857)|SYSTEM_MODE_EXIT|false
10:59:49.0 (1340487)|METHOD_EXIT|[1]|PermissionSetPortalControllers
10:59:49.0 (1349736)|SYSTEM_MODE_ENTER|false
10:59:49.0 (1365002)|HEAP_ALLOCATE|[26]|Bytes:5
10:59:49.0 (1368996)|STATEMENT_EXECUTE|[25]
10:59:49.0 (1370627)|STATEMENT_EXECUTE|[26]
10:59:49.0 (1438164)|ENTERING_MANAGED_PKG|
10:59:49.0 (22041043)|HEAP_ALLOCATE|[26]|Bytes:1412
10:59:49.0 (22307840)|VARIABLE_ASSIGNMENT|[26]|PermissionSetPortalControllers.AllObjectsofOrg|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x29a87cd1
10:59:49.0 (22316805)|STATEMENT_EXECUTE|[28]
10:59:49.0 (22326791)|HEAP_ALLOCATE|[28]|Bytes:4
10:59:49.0 (22350430)|VARIABLE_SCOPE_BEGIN|[28]|AllObjs|Map<String,String>|true|false
10:59:49.0 (22385582)|VARIABLE_ASSIGNMENT|[28]|AllObjs|{"s":1,"v":{}}|0x7ae3feed
10:59:49.0 (22411424)|ENTERING_MANAGED_PKG|
10:59:49.0 (22460500)|STATEMENT_EXECUTE|[33]
10:59:49.0 (22475428)|HEAP_ALLOCATE|[34]|Bytes:4
10:59:49.0 (22496866)|ENTERING_MANAGED_PKG|
10:59:49.0 (22539013)|ENTERING_MANAGED_PKG|
10:59:49.0 (22654880)|HEAP_ALLOCATE|[34]|Bytes:6652
10:59:49.0 (22677510)|ENTERING_MANAGED_PKG|
10:59:49.0 (22717144)|HEAP_ALLOCATE|[34]|Bytes:1408
10:59:49.0 (22728883)|ENTERING_MANAGED_PKG|
10:59:49.0 (22865522)|HEAP_ALLOCATE|[34]|Bytes:5
10:59:49.0 (22887356)|VARIABLE_SCOPE_BEGIN|[34]|key|String|false|false
10:59:49.0 (22895188)|VARIABLE_ASSIGNMENT|[34]|key|"contract"
10:59:49.0 (22898783)|STATEMENT_EXECUTE|[35]
10:59:49.0 (22900399)|STATEMENT_EXECUTE|[38]
10:59:49.0 (22913869)|ENTERING_MANAGED_PKG|
10:59:49.0 (23873198)|HEAP_ALLOCATE|[38]|Bytes:4
