36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
17:22:39.0 (544453)|HEAP_ALLOCATE|[72]|Bytes:3
17:22:39.0 (623422)|HEAP_ALLOCATE|[77]|Bytes:152
17:22:39.0 (644119)|HEAP_ALLOCATE|[342]|Bytes:408
17:22:39.0 (665492)|HEAP_ALLOCATE|[355]|Bytes:408
17:22:39.0 (685068)|HEAP_ALLOCATE|[467]|Bytes:48
17:22:39.18 (18849698)|STATEMENT_EXECUTE|[1]
17:22:39.18 (18898192)|HEAP_ALLOCATE|[50]|Bytes:5
17:22:39.18 (18924617)|HEAP_ALLOCATE|[56]|Bytes:5
17:22:39.18 (18934730)|HEAP_ALLOCATE|[64]|Bytes:7
17:22:39.18 (18961398)|SYSTEM_MODE_ENTER|false
17:22:39.18 (18981170)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
17:22:39.18 (18985780)|STATEMENT_EXECUTE|[369]
17:22:39.18 (18987685)|STATEMENT_EXECUTE|[392]
17:22:39.18 (18988869)|STATEMENT_EXECUTE|[418]
17:22:39.18 (18990007)|STATEMENT_EXECUTE|[434]
17:22:39.18 (18994978)|SYSTEM_MODE_EXIT|false
17:22:39.18 (19007581)|METHOD_EXIT|[1]|PermissionSetPortalControllers
17:22:39.18 (19014866)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
17:22:39.18 (19040470)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1416
17:22:39.18 (19046685)|SYSTEM_MODE_ENTER|false
17:22:39.18 (19054804)|VARIABLE_SCOPE_BEGIN|[227]|PSetId|String|false|false
17:22:39.18 (19074571)|VARIABLE_ASSIGNMENT|[227]|PSetId|"0PS36000000q71PGAQ"
17:22:39.18 (19080146)|VARIABLE_SCOPE_BEGIN|[227]|allObjectsData|List<shiva15testns.PermissionSetPortalControllers.ObjectClass>|true|false
17:22:39.18 (19095230)|VARIABLE_ASSIGNMENT|[227]|allObjectsData|{"s":1,"v":"List of size 353 too large to display"}|0x753409b5
17:22:39.18 (19111044)|HEAP_ALLOCATE|[228]|Bytes:5
17:22:39.18 (19115530)|STATEMENT_EXECUTE|[227]
17:22:39.18 (19117076)|STATEMENT_EXECUTE|[228]
17:22:39.18 (19118134)|STATEMENT_EXECUTE|[228]
17:22:39.18 (19119350)|STATEMENT_EXECUTE|[234]
17:22:39.18 (19194709)|VARIABLE_SCOPE_BEGIN|[234]|objectwithPSetPermissionsObj|shiva15testns.PermissionSetPortalControllers.ObjectwithPSetPermissionsClass|true|false
17:22:39.18 (19205562)|VARIABLE_ASSIGNMENT|[234]|objectwithPSetPermissionsObj|null|
17:22:39.18 (19208354)|STATEMENT_EXECUTE|[235]
17:22:39.18 (19216312)|HEAP_ALLOCATE|[235]|Bytes:4
17:22:39.18 (19265687)|ENTERING_MANAGED_PKG|
17:22:39.18 (19293331)|VARIABLE_SCOPE_BEGIN|[235]|objectwithPSetPermissionsObjList|List<shiva15testns.PermissionSetPortalControllers.ObjectwithPSetPermissionsClass>|true|false
17:22:39.18 (19317568)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:22:39.18 (19329075)|VARIABLE_ASSIGNMENT|[235]|objectwithPSetPermissionsObjList|{"s":1,"v":[]}|0x5d872b99
17:22:39.18 (19332809)|STATEMENT_EXECUTE|[236]
17:22:39.18 (19352382)|VARIABLE_SCOPE_BEGIN|[236]|objectClassforObjPermissions|shiva15testns.PermissionSetPortalControllers.ObjectClass|true|false
17:22:39.18 (19359297)|VARIABLE_ASSIGNMENT|[236]|objectClassforObjPermissions|null|
17:22:39.18 (19361761)|STATEMENT_EXECUTE|[237]
17:22:39.18 (19370276)|HEAP_ALLOCATE|[238]|Bytes:253
17:22:39.18 (19382939)|HEAP_ALLOCATE|[238]|Bytes:4
17:22:39.18 (19394479)|HEAP_ALLOCATE|[238]|Bytes:7
17:22:39.18 (20414864)|SOQL_EXECUTE_BEGIN|[238]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
17:22:39.18 (36791537)|SOQL_EXECUTE_END|[238]|Rows:2
17:22:39.18 (36817543)|HEAP_ALLOCATE|[238]|Bytes:12
17:22:39.18 (36843666)|HEAP_ALLOCATE|[238]|Bytes:596
17:22:39.18 (36926337)|HEAP_ALLOCATE|[238]|Bytes:12
17:22:39.18 (36939294)|VARIABLE_SCOPE_BEGIN|[237]|AllPermissionsonObjsofPset|List<ObjectPermissions>|true|false
17:22:39.18 (36990517)|VARIABLE_ASSIGNMENT|[237]|AllPermissionsonObjsofPset|{"s":1,"v":[{"s":2,"v":{"ParentId":"0PS36000000q71PGAQ","SobjectType":"Account","PermissionsCreate":true,"PermissionsDelete":true,"PermissionsEdit":true,"PermissionsModifyAll (7 more) ...":true,"PermissionsRead":true,"PermissionsViewAllRe (5 more) ...":true,"Id":"1103600000HKWUUAA5","Parent":{"s":3,"v":{"Name":"PermissionSet_Test","PermissionsTransferA (6 more) ...":false,"Id":"0PS36000000q71PGAQ"}}}},{"s":4,"v":{"ParentId":"0PS36000000q71PGAQ","SobjectType":"Asset","PermissionsCreate":false,"PermissionsDelete":true,"PermissionsEdit":true,"PermissionsModifyAll (7 more) ...":true,"PermissionsRead":true,"PermissionsViewAllRe (5 more) ...":true,"Id":"1103600000HKqGyAAL","Parent":{"r":3}}}]}|0x2b02c4ea
17:22:39.18 (37053705)|ENTERING_MANAGED_PKG|
17:22:39.18 (37088562)|STATEMENT_EXECUTE|[240]
17:22:39.18 (37091198)|STATEMENT_EXECUTE|[241]
17:22:39.18 (37579393)|VARIABLE_SCOPE_BEGIN|[241]|objectPermissionObj|shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass|true|false
17:22:39.18 (37595706)|VARIABLE_ASSIGNMENT|[241]|objectPermissionObj|null|
17:22:39.18 (37621014)|ENTERING_MANAGED_PKG|
17:22:39.18 (37957514)|HEAP_ALLOCATE|[242]|Bytes:5
17:22:39.18 (38018974)|HEAP_ALLOCATE|[242]|Bytes:44
17:22:39.18 (38041259)|VARIABLE_SCOPE_BEGIN|[242]|ObjPer|ObjectPermissions|true|false
