36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
15:18:14.0 (868911)|HEAP_ALLOCATE|[72]|Bytes:3
15:18:14.0 (956928)|HEAP_ALLOCATE|[77]|Bytes:152
15:18:14.0 (992751)|HEAP_ALLOCATE|[342]|Bytes:408
15:18:14.0 (1021591)|HEAP_ALLOCATE|[355]|Bytes:408
15:18:14.0 (1056272)|HEAP_ALLOCATE|[467]|Bytes:48
15:18:14.3 (3303307)|STATEMENT_EXECUTE|[1]
15:18:14.3 (3348464)|HEAP_ALLOCATE|[50]|Bytes:5
15:18:14.3 (3378026)|HEAP_ALLOCATE|[56]|Bytes:5
15:18:14.3 (3388081)|HEAP_ALLOCATE|[64]|Bytes:7
15:18:14.3 (3416356)|SYSTEM_MODE_ENTER|false
15:18:14.3 (3438744)|HEAP_ALLOCATE|[9]|Bytes:5
15:18:14.3 (3442909)|STATEMENT_EXECUTE|[9]
15:18:14.3 (3453894)|HEAP_ALLOCATE|[9]|Bytes:4
15:18:14.3 (3480075)|ENTERING_MANAGED_PKG|
15:18:14.3 (3590296)|VARIABLE_ASSIGNMENT|[9]|PermissionSetPortalControllers.contactsField|{"s":1,"v":[]}|0x4211f263
15:18:14.3 (3596421)|STATEMENT_EXECUTE|[10]
15:18:14.3 (3603210)|HEAP_ALLOCATE|[10]|Bytes:4
15:18:14.3 (3617279)|ENTERING_MANAGED_PKG|
15:18:14.3 (3656621)|VARIABLE_ASSIGNMENT|[10]|PermissionSetPortalControllers.accountField|{"s":1,"v":[]}|0x45c20070
15:18:14.3 (3661925)|STATEMENT_EXECUTE|[1089]
15:18:14.3 (3663514)|STATEMENT_EXECUTE|[1118]
15:18:14.3 (3664815)|STATEMENT_EXECUTE|[1146]
15:18:14.3 (3666135)|STATEMENT_EXECUTE|[1175]
15:18:14.3 (3667221)|STATEMENT_EXECUTE|[1191]
15:18:14.3 (3668335)|STATEMENT_EXECUTE|[1208]
15:18:14.3 (3669453)|STATEMENT_EXECUTE|[1219]
15:18:14.3 (3670619)|STATEMENT_EXECUTE|[1224]
15:18:14.3 (3680296)|SYSTEM_MODE_EXIT|false
15:18:14.3 (3693702)|METHOD_EXIT|[1]|PermissionSetPortalControllers
15:18:14.3 (3699602)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
15:18:14.3 (3708046)|SYSTEM_MODE_ENTER|false
15:18:14.3 (3721537)|VARIABLE_SCOPE_BEGIN|[301]|PSetId|String|false|false
15:18:14.3 (3738681)|VARIABLE_ASSIGNMENT|[301]|PSetId|"0PS36000001I7jCGAS"
15:18:14.3 (3756365)|HEAP_ALLOCATE|[302]|Bytes:5
15:18:14.3 (3760655)|STATEMENT_EXECUTE|[301]
15:18:14.3 (3762065)|STATEMENT_EXECUTE|[302]
15:18:14.3 (3763163)|STATEMENT_EXECUTE|[302]
15:18:14.3 (3764405)|STATEMENT_EXECUTE|[304]
15:18:14.3 (3767848)|HEAP_ALLOCATE|[304]|Bytes:29
15:18:14.3 (3785184)|HEAP_ALLOCATE|[304]|Bytes:47
15:18:14.3 (3816023)|ENTERING_MANAGED_PKG|
15:18:14.3 (3847012)|USER_DEBUG|[304]|DEBUG|Exec is in getAllObjectData: 0PS36000001I7jCGAS
15:18:14.3 (3857231)|STATEMENT_EXECUTE|[308]
15:18:14.3 (3865439)|HEAP_ALLOCATE|[308]|Bytes:4
15:18:14.3 (3940418)|ENTERING_MANAGED_PKG|
15:18:14.3 (3960442)|VARIABLE_SCOPE_BEGIN|[308]|objectDetailsClassList|List<shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass>|true|false
15:18:14.3 (3990714)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:18:14.3 (4003905)|VARIABLE_ASSIGNMENT|[308]|objectDetailsClassList|{"s":1,"v":[]}|0x779d4217
15:18:14.3 (4008379)|STATEMENT_EXECUTE|[310]
15:18:14.3 (4012363)|HEAP_ALLOCATE|[310]|Bytes:21
15:18:14.3 (4027506)|ENTERING_MANAGED_PKG|
15:18:14.3 (4045062)|USER_DEBUG|[310]|DEBUG|calling getAllObjects
15:18:14.3 (4053218)|STATEMENT_EXECUTE|[311]
15:18:14.3 (4065377)|METHOD_ENTRY|[311]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getAllObjects()
15:18:14.3 (4088910)|HEAP_ALLOCATE|[208]|Bytes:5
15:18:14.3 (4092873)|STATEMENT_EXECUTE|[207]
15:18:14.3 (4094217)|STATEMENT_EXECUTE|[208]
15:18:14.3 (4095492)|STATEMENT_EXECUTE|[208]
15:18:14.3 (4096566)|STATEMENT_EXECUTE|[209]
15:18:14.3 (4116854)|ENTERING_MANAGED_PKG|
15:18:14.3 (25107802)|HEAP_ALLOCATE|[209]|Bytes:1420
15:18:14.3 (25125805)|VARIABLE_SCOPE_BEGIN|[209]|allObjectsofOrgFromGlobalDescribe|Map<String,Schema.SObjectType>|true|false
15:18:14.3 (25333813)|VARIABLE_ASSIGNMENT|[209]|allObjectsofOrgFromGlobalDescribe|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x388ad4f
15:18:14.3 (25344223)|STATEMENT_EXECUTE|[211]
15:18:14.3 (25353534)|HEAP_ALLOCATE|[211]|Bytes:4
15:18:14.3 (25370132)|ENTERING_MANAGED_PKG|
15:18:14.3 (25403117)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:18:14.3 (25417601)|VARIABLE_ASSIGNMENT|[211]|PermissionSetPortalControllers.allObjectsOfOrg|{"s":1,"v":[]}|0x1e98cad3
15:18:14.3 (25421593)|STATEMENT_EXECUTE|[213]
15:18:14.3 (25429918)|HEAP_ALLOCATE|[213]|Bytes:4
15:18:14.3 (25445332)|ENTERING_MANAGED_PKG|
15:18:14.3 (25462472)|VARIABLE_SCOPE_BEGIN|[213]|objAPINamesList|List<String>|true|false
15:18:14.3 (25486636)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:18:14.3 (25497152)|VARIABLE_ASSIGNMENT|[213]|objAPINamesList|{"s":1,"v":[]}|0x749385b9
15:18:14.3 (25513635)|ENTERING_MANAGED_PKG|
15:18:14.3 (25546153)|STATEMENT_EXECUTE|[217]
15:18:14.3 (25548625)|STATEMENT_EXECUTE|[219]
15:18:14.3 (25617312)|VARIABLE_SCOPE_BEGIN|[219]|objectClassObj|shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass|true|false
15:18:14.3 (25628036)|VARIABLE_ASSIGNMENT|[219]|objectClassObj|null|
15:18:14.3 (25630700)|STATEMENT_EXECUTE|[220]
15:18:14.3 (25995483)|VARIABLE_SCOPE_BEGIN|[220]|objectPermissionsClassObj|shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass|true|false
15:18:14.3 (26006576)|VARIABLE_ASSIGNMENT|[220]|objectPermissionsClassObj|null|
15:18:14.3 (26010534)|STATEMENT_EXECUTE|[224]
15:18:14.3 (26025174)|METHOD_ENTRY|[224]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:18:14.3 (26060076)|HEAP_ALLOCATE|[13]|Bytes:5
15:18:14.3 (26064644)|STATEMENT_EXECUTE|[12]
15:18:14.3 (26066151)|STATEMENT_EXECUTE|[13]
15:18:14.3 (26069500)|HEAP_ALLOCATE|[13]|Bytes:29
15:18:14.3 (26085718)|ENTERING_MANAGED_PKG|
15:18:14.3 (26106500)|USER_DEBUG|[13]|DEBUG|Exec is in addSObjNamesToList
15:18:14.3 (26114977)|STATEMENT_EXECUTE|[14]
15:18:14.3 (26125058)|METHOD_ENTRY|[14]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addTotallyAccessibleObjs()
15:18:14.3 (26148677)|HEAP_ALLOCATE|[18]|Bytes:5
15:18:14.3 (26152622)|STATEMENT_EXECUTE|[17]
15:18:14.3 (26153964)|STATEMENT_EXECUTE|[18]
15:18:14.3 (26158147)|HEAP_ALLOCATE|[18]|Bytes:4
15:18:14.3 (26169194)|ENTERING_MANAGED_PKG|
15:18:14.3 (26186147)|VARIABLE_SCOPE_BEGIN|[18]|objswithNietherObjorFieldPermissions|List<String>|true|false
15:18:14.3 (26201440)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:18:14.3 (26212622)|VARIABLE_ASSIGNMENT|[18]|objswithNietherObjorFieldPermissions|{"s":1,"v":[]}|0x5270baf0
15:18:14.3 (26215947)|STATEMENT_EXECUTE|[19]
15:18:14.3 (26220173)|HEAP_ALLOCATE|[19]|Bytes:8
15:18:14.3 (26234419)|ENTERING_MANAGED_PKG|
15:18:14.3 (26260058)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:18:14.3 (26267810)|STATEMENT_EXECUTE|[28]
15:18:14.3 (26272863)|HEAP_ALLOCATE|[28]|Bytes:8
15:18:14.3 (26284370)|ENTERING_MANAGED_PKG|
15:18:14.3 (26304620)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:18:14.3 (26311444)|STATEMENT_EXECUTE|[84]
15:18:14.3 (26321983)|HEAP_ALLOCATE|[84]|Bytes:4
15:18:14.3 (26338189)|ENTERING_MANAGED_PKG|
15:18:14.3 (26363785)|HEAP_ALLOCATE|[84]|Bytes:8
15:18:14.3 (26369712)|HEAP_ALLOCATE|[84]|Bytes:8
15:18:14.3 (26377246)|VARIABLE_SCOPE_BEGIN|[84]|valToReturn|Set<String>|true|false
15:18:14.3 (26404010)|VARIABLE_ASSIGNMENT|[84]|valToReturn|{"s":1,"v":["Accounts","Contacts"]}|0x518b4db4
15:18:14.3 (26407995)|STATEMENT_EXECUTE|[85]
15:18:14.3 (26416845)|METHOD_EXIT|[14]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addTotallyAccessibleObjs()
15:18:14.3 (26435430)|VARIABLE_ASSIGNMENT|[14]|PermissionSetPortalControllers.isNotSystemSObjectList|{"s":1,"v":["Accounts","Contacts"]}|0x518b4db4
15:18:14.3 (26443170)|METHOD_EXIT|[224]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:18:14.3 (26449534)|HEAP_ALLOCATE|[226]|Bytes:4
15:18:14.3 (26460804)|ENTERING_MANAGED_PKG|
15:18:14.3 (26483890)|ENTERING_MANAGED_PKG|
15:18:14.3 (26557033)|HEAP_ALLOCATE|[226]|Bytes:6720
15:18:14.3 (26576657)|ENTERING_MANAGED_PKG|
15:18:14.3 (26616173)|HEAP_ALLOCATE|[226]|Bytes:1416
15:18:14.3 (26628600)|ENTERING_MANAGED_PKG|
15:18:14.3 (26693518)|HEAP_ALLOCATE|[226]|Bytes:5
15:18:14.3 (26715108)|VARIABLE_SCOPE_BEGIN|[226]|key|String|false|false
15:18:14.3 (26723387)|VARIABLE_ASSIGNMENT|[226]|key|"contract"
15:18:14.3 (26726484)|STATEMENT_EXECUTE|[226]
15:18:14.3 (26727935)|STATEMENT_EXECUTE|[228]
15:18:14.3 (26744040)|ENTERING_MANAGED_PKG|
15:18:14.3 (27444685)|HEAP_ALLOCATE|[228]|Bytes:4
15:18:14.3 (27485738)|VARIABLE_SCOPE_BEGIN|[228]|sObjResult|Schema.DescribeSObjectResult|true|false
15:18:14.3 (27564867)|VARIABLE_ASSIGNMENT|[228]|sObjResult|"common.api.soap.wsdl.DescribeSObjectResult@56856ddf"|0x6a87e3bb
15:18:14.3 (27623887)|HEAP_ALLOCATE|[231]|Bytes:9
15:18:14.3 (27642507)|ENTERING_MANAGED_PKG|
15:18:14.3 (27675063)|STATEMENT_EXECUTE|[239]
15:18:14.3 (27677605)|STATEMENT_EXECUTE|[240]
15:18:14.3 (27681908)|HEAP_ALLOCATE|[240]|Bytes:49
15:18:14.3 (27694773)|HEAP_ALLOCATE|[240]|Bytes:9
15:18:14.3 (27709612)|HEAP_ALLOCATE|[240]|Bytes:58
15:18:14.3 (27724512)|ENTERING_MANAGED_PKG|
15:18:14.3 (27747735)|USER_DEBUG|[240]|DEBUG|obj is NOT accessible, queryable and NON Custom: Contracts
15:18:14.3 (27766390)|HEAP_ALLOCATE|[226]|Bytes:5
15:18:14.3 (27779675)|VARIABLE_SCOPE_BEGIN|[226]|key|String|false|false
15:18:14.3 (27788220)|VARIABLE_ASSIGNMENT|[226]|key|"contracthistory"
15:18:14.3 (27790939)|STATEMENT_EXECUTE|[226]
15:18:14.3 (27792207)|STATEMENT_EXECUTE|[228]
15:18:14.3 (27801540)|ENTERING_MANAGED_PKG|
15:18:14.3 (27887389)|HEAP_ALLOCATE|[228]|Bytes:4
15:18:14.3 (27897503)|VARIABLE_SCOPE_BEGIN|[228]|sObjResult|Schema.DescribeSObjectResult|true|false
15:18:14.3 (27959025)|VARIABLE_ASSIGNMENT|[228]|sObjResult|"common.api.soap.wsdl.DescribeSObjectResult@45d611a0"|0x5c703137
15:18:14.3 (27981457)|HEAP_ALLOCATE|[231]|Bytes:16
15:18:14.3 (27994917)|ENTERING_MANAGED_PKG|
15:18:14.3 (28004016)|STATEMENT_EXECUTE|[239]
15:18:14.3 (28006665)|STATEMENT_EXECUTE|[240]
15:18:14.3 (28011515)|HEAP_ALLOCATE|[240]|Bytes:16
15:18:14.3 (28017233)|HEAP_ALLOCATE|[240]|Bytes:65
15:18:14.3 (28026868)|ENTERING_MANAGED_PKG|
15:18:14.3 (28036165)|USER_DEBUG|[240]|DEBUG|obj is NOT accessible, queryable and NON Custom: Contract History
15:18:14.3 (28062067)|HEAP_ALLOCATE|[226]|Bytes:5
15:18:14.3 (28084307)|VARIABLE_SCOPE_BEGIN|[226]|key|String|false|false
15:18:14.3 (28097646)|VARIABLE_ASSIGNMENT|[226]|key|"contractfeed"
15:18:14.3 (28103271)|STATEMENT_EXECUTE|[226]
15:18:14.3 (28105816)|STATEMENT_EXECUTE|[228]
15:18:14.3 (28122231)|ENTERING_MANAGED_PKG|
15:18:14.3 (28220479)|HEAP_ALLOCATE|[228]|Bytes:4
15:18:14.3 (28230905)|VARIABLE_SCOPE_BEGIN|[228]|sObjResult|Schema.DescribeSObjectResult|true|false
15:18:14.3 (28294674)|VARIABLE_ASSIGNMENT|[228]|sObjResult|"common.api.soap.wsdl.DescribeSObjectResult@68e023d3"|0x110c26c0
15:18:14.3 (28317041)|HEAP_ALLOCATE|[231]|Bytes:13
15:18:14.3 (28330627)|ENTERING_MANAGED_PKG|
15:18:14.3 (28339724)|STATEMENT_EXECUTE|[239]
15:18:14.3 (28341415)|STATEMENT_EXECUTE|[240]
15:18:14.3 (28345962)|HEAP_ALLOCATE|[240]|Bytes:13
15:18:14.3 (28352027)|HEAP_ALLOCATE|[240]|Bytes:62
15:18:14.3 (28361787)|ENTERING_MANAGED_PKG|
15:18:14.3 (28369057)|USER_DEBUG|[240]|DEBUG|obj is NOT accessible, queryable and NON Custom: Contract Feed
15:18:14.3 (28391549)|HEAP_ALLOCATE|[226]|Bytes:5
