36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
15:32:53.1 (1464807)|EXECUTION_STARTED
15:32:53.1 (1487439)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
15:32:53.1 (6806461)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
15:32:53.1 (6851319)|METHOD_EXIT|[1]|PermissionSetPortalControllers
15:32:53.1 (6884753)|METHOD_ENTRY|[1]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getAllObjects()
15:32:53.1 (29807841)|METHOD_ENTRY|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (33358647)|METHOD_EXIT|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (34185418)|METHOD_ENTRY|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (35212851)|METHOD_EXIT|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (35762758)|METHOD_ENTRY|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (36905510)|METHOD_EXIT|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (37858099)|METHOD_ENTRY|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (38950546)|METHOD_EXIT|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (39737504)|METHOD_ENTRY|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (40846647)|METHOD_EXIT|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (41379418)|METHOD_ENTRY|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
15:32:53.1 (42412689)|METHOD_EXIT|[183]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
