36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:42:11.2 (2072319)|EXECUTION_STARTED
13:42:11.2 (2088827)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
13:42:11.2 (7068704)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
13:42:11.2 (7135779)|METHOD_EXIT|[1]|PermissionSetPortalControllers
13:42:11.2 (7188944)|METHOD_ENTRY|[1]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getallObjectandFieldDetails(String)
13:42:11.2 (8478761)|SOQL_EXECUTE_BEGIN|[197]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
13:42:11.2 (37241584)|SOQL_EXECUTE_END|[197]|Rows:3
13:42:11.2 (49609837)|METHOD_ENTRY|[203]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
13:42:11.2 (52797479)|METHOD_EXIT|[203]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
13:42:11.2 (55810677)|CONSTRUCTOR_ENTRY|[249]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
13:42:11.2 (56616136)|CONSTRUCTOR_EXIT|[249]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
13:42:11.2 (56933209)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
13:42:11.2 (57188677)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
13:42:11.2 (57461721)|CONSTRUCTOR_ENTRY|[249]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
13:42:11.2 (57974113)|CONSTRUCTOR_EXIT|[249]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
13:42:11.2 (58041003)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
13:42:11.2 (58256766)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
13:42:11.2 (58513008)|CONSTRUCTOR_ENTRY|[249]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
13:42:11.2 (58907281)|CONSTRUCTOR_EXIT|[249]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
13:42:11.2 (58967466)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
