36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:58:13.1 (1002389)|HEAP_ALLOCATE|[72]|Bytes:3
16:58:13.1 (1099523)|HEAP_ALLOCATE|[77]|Bytes:152
16:58:13.1 (1128389)|HEAP_ALLOCATE|[342]|Bytes:408
16:58:13.1 (1147002)|HEAP_ALLOCATE|[355]|Bytes:408
16:58:13.1 (1161515)|HEAP_ALLOCATE|[467]|Bytes:48
16:58:13.3 (3387571)|STATEMENT_EXECUTE|[1]
16:58:13.3 (3428747)|HEAP_ALLOCATE|[50]|Bytes:5
16:58:13.3 (3455350)|HEAP_ALLOCATE|[56]|Bytes:5
16:58:13.3 (3464054)|HEAP_ALLOCATE|[64]|Bytes:7
16:58:13.3 (3486842)|SYSTEM_MODE_ENTER|false
16:58:13.3 (3509323)|HEAP_ALLOCATE|[9]|Bytes:5
16:58:13.3 (3513924)|STATEMENT_EXECUTE|[9]
16:58:13.3 (3521761)|HEAP_ALLOCATE|[9]|Bytes:4
16:58:13.3 (3546504)|ENTERING_MANAGED_PKG|
16:58:13.3 (3668967)|VARIABLE_ASSIGNMENT|[9]|PermissionSetPortalControllers.contactsField|{"s":1,"v":[]}|0x33dc731
16:58:13.3 (3675157)|STATEMENT_EXECUTE|[10]
16:58:13.3 (3680669)|HEAP_ALLOCATE|[10]|Bytes:4
16:58:13.3 (3695264)|ENTERING_MANAGED_PKG|
16:58:13.3 (3736462)|VARIABLE_ASSIGNMENT|[10]|PermissionSetPortalControllers.accountField|{"s":1,"v":[]}|0x65d63a89
16:58:13.3 (3741708)|STATEMENT_EXECUTE|[1038]
16:58:13.3 (3743343)|STATEMENT_EXECUTE|[1067]
16:58:13.3 (3744561)|STATEMENT_EXECUTE|[1095]
16:58:13.3 (3745731)|STATEMENT_EXECUTE|[1124]
16:58:13.3 (3747045)|STATEMENT_EXECUTE|[1140]
16:58:13.3 (3748141)|STATEMENT_EXECUTE|[1157]
16:58:13.3 (3749237)|STATEMENT_EXECUTE|[1168]
16:58:13.3 (3750336)|STATEMENT_EXECUTE|[1173]
16:58:13.3 (3758837)|SYSTEM_MODE_EXIT|false
16:58:13.3 (3767786)|METHOD_EXIT|[1]|PermissionSetPortalControllers
16:58:13.3 (3773758)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:58:13.3 (3793056)|SYSTEM_MODE_ENTER|false
16:58:13.3 (3812009)|VARIABLE_SCOPE_BEGIN|[295]|PSetId|String|false|false
16:58:13.3 (3824239)|VARIABLE_ASSIGNMENT|[295]|PSetId|"0PS36000000q71PGAQ"
16:58:13.3 (3844499)|HEAP_ALLOCATE|[296]|Bytes:5
16:58:13.3 (3849250)|STATEMENT_EXECUTE|[295]
16:58:13.3 (3850760)|STATEMENT_EXECUTE|[296]
16:58:13.3 (3851766)|STATEMENT_EXECUTE|[296]
16:58:13.3 (3852979)|STATEMENT_EXECUTE|[298]
16:58:13.3 (3856737)|HEAP_ALLOCATE|[298]|Bytes:29
16:58:13.3 (3871739)|HEAP_ALLOCATE|[298]|Bytes:47
16:58:13.3 (3903301)|ENTERING_MANAGED_PKG|
16:58:13.3 (3930138)|USER_DEBUG|[298]|DEBUG|Exec is in getAllObjectData: 0PS36000000q71PGAQ
16:58:13.3 (3939510)|STATEMENT_EXECUTE|[302]
16:58:13.3 (3946088)|HEAP_ALLOCATE|[302]|Bytes:4
16:58:13.3 (4020382)|ENTERING_MANAGED_PKG|
16:58:13.3 (4052333)|VARIABLE_SCOPE_BEGIN|[302]|objectDetailsClassList|List<shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass>|true|false
16:58:13.3 (4093851)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:58:13.3 (4109147)|VARIABLE_ASSIGNMENT|[302]|objectDetailsClassList|{"s":1,"v":[]}|0x4859a8a8
16:58:13.3 (4112832)|STATEMENT_EXECUTE|[304]
16:58:13.3 (4117064)|HEAP_ALLOCATE|[304]|Bytes:21
16:58:13.3 (4137121)|ENTERING_MANAGED_PKG|
16:58:13.3 (4152634)|USER_DEBUG|[304]|DEBUG|calling getAllObjects
16:58:13.3 (4159794)|STATEMENT_EXECUTE|[305]
16:58:13.3 (4174119)|METHOD_ENTRY|[305]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getAllObjects()
16:58:13.3 (4198851)|HEAP_ALLOCATE|[202]|Bytes:5
16:58:13.3 (4203239)|STATEMENT_EXECUTE|[201]
16:58:13.3 (4204712)|STATEMENT_EXECUTE|[202]
16:58:13.3 (4205743)|STATEMENT_EXECUTE|[202]
16:58:13.3 (4206877)|STATEMENT_EXECUTE|[203]
16:58:13.3 (4228262)|ENTERING_MANAGED_PKG|
16:58:13.3 (25537685)|HEAP_ALLOCATE|[203]|Bytes:1420
16:58:13.3 (25562758)|VARIABLE_SCOPE_BEGIN|[203]|allObjectsofOrgFromGlobalDescribe|Map<String,Schema.SObjectType>|true|false
16:58:13.3 (25827581)|VARIABLE_ASSIGNMENT|[203]|allObjectsofOrgFromGlobalDescribe|"{acceptedeventrelation=AcceptedEventRelation, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, actionlinkgrouptemplate=ActionLinkGroupTemplate, actionlinktemplate=ActionLinkTemplate, ...}"|0x76d719e0
16:58:13.3 (25837216)|STATEMENT_EXECUTE|[205]
16:58:13.3 (25845097)|HEAP_ALLOCATE|[205]|Bytes:4
16:58:13.3 (25862930)|ENTERING_MANAGED_PKG|
16:58:13.3 (25898607)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:58:13.3 (25919954)|VARIABLE_ASSIGNMENT|[205]|PermissionSetPortalControllers.allObjectsOfOrg|{"s":1,"v":[]}|0x734ef37a
16:58:13.3 (25923721)|STATEMENT_EXECUTE|[207]
16:58:13.3 (25931256)|HEAP_ALLOCATE|[207]|Bytes:4
16:58:13.3 (25946611)|ENTERING_MANAGED_PKG|
16:58:13.3 (25960529)|VARIABLE_SCOPE_BEGIN|[207]|objAPINamesList|List<String>|true|false
16:58:13.3 (25990031)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:58:13.3 (26001016)|VARIABLE_ASSIGNMENT|[207]|objAPINamesList|{"s":1,"v":[]}|0x11a9e95a
16:58:13.3 (26020563)|ENTERING_MANAGED_PKG|
16:58:13.3 (26050891)|STATEMENT_EXECUTE|[211]
16:58:13.3 (26053070)|STATEMENT_EXECUTE|[213]
16:58:13.3 (26133977)|VARIABLE_SCOPE_BEGIN|[213]|objectClassObj|shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass|true|false
16:58:13.3 (26144007)|VARIABLE_ASSIGNMENT|[213]|objectClassObj|null|
16:58:13.3 (26146233)|STATEMENT_EXECUTE|[214]
16:58:13.3 (26641791)|VARIABLE_SCOPE_BEGIN|[214]|objectPermissionsClassObj|shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass|true|false
16:58:13.3 (26652492)|VARIABLE_ASSIGNMENT|[214]|objectPermissionsClassObj|null|
16:58:13.3 (26655518)|STATEMENT_EXECUTE|[218]
16:58:13.3 (26671024)|METHOD_ENTRY|[218]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
16:58:13.3 (26709480)|HEAP_ALLOCATE|[13]|Bytes:5
16:58:13.3 (26715637)|STATEMENT_EXECUTE|[12]
16:58:13.3 (26718175)|STATEMENT_EXECUTE|[13]
16:58:13.3 (26722197)|HEAP_ALLOCATE|[13]|Bytes:29
16:58:13.3 (26741066)|ENTERING_MANAGED_PKG|
16:58:13.3 (26760048)|USER_DEBUG|[13]|DEBUG|Exec is in addSObjNamesToList
16:58:13.3 (26767842)|STATEMENT_EXECUTE|[14]
16:58:13.3 (26778019)|METHOD_ENTRY|[14]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addTotallyAccessibleObjs()
16:58:13.3 (26800075)|HEAP_ALLOCATE|[18]|Bytes:5
16:58:13.3 (26804289)|STATEMENT_EXECUTE|[17]
16:58:13.3 (26805586)|STATEMENT_EXECUTE|[18]
16:58:13.3 (26809708)|HEAP_ALLOCATE|[18]|Bytes:4
16:58:13.3 (26821400)|ENTERING_MANAGED_PKG|
16:58:13.3 (26834692)|VARIABLE_SCOPE_BEGIN|[18]|objswithNietherObjorFieldPermissions|List<String>|true|false
16:58:13.3 (26850190)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:58:13.3 (26861973)|VARIABLE_ASSIGNMENT|[18]|objswithNietherObjorFieldPermissions|{"s":1,"v":[]}|0x26317e30
16:58:13.3 (26865499)|STATEMENT_EXECUTE|[19]
16:58:13.3 (26869731)|HEAP_ALLOCATE|[19]|Bytes:8
16:58:13.3 (26885522)|ENTERING_MANAGED_PKG|
16:58:13.3 (26911231)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:58:13.3 (26919236)|STATEMENT_EXECUTE|[28]
16:58:13.3 (26925430)|HEAP_ALLOCATE|[28]|Bytes:8
16:58:13.3 (26938728)|ENTERING_MANAGED_PKG|
16:58:13.3 (26956658)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:58:13.3 (26963729)|STATEMENT_EXECUTE|[84]
16:58:13.3 (26968955)|HEAP_ALLOCATE|[84]|Bytes:4
16:58:13.3 (26985684)|ENTERING_MANAGED_PKG|
16:58:13.3 (27004486)|HEAP_ALLOCATE|[84]|Bytes:8
16:58:13.3 (27009819)|HEAP_ALLOCATE|[84]|Bytes:8
16:58:13.3 (27016659)|VARIABLE_SCOPE_BEGIN|[84]|valToReturn|Set<String>|true|false
16:58:13.3 (27039298)|VARIABLE_ASSIGNMENT|[84]|valToReturn|{"s":1,"v":["Accounts","Contacts"]}|0x4e7b5d4b
16:58:13.3 (27042855)|STATEMENT_EXECUTE|[85]
16:58:13.3 (27053622)|METHOD_EXIT|[14]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addTotallyAccessibleObjs()
16:58:13.3 (27072130)|VARIABLE_ASSIGNMENT|[14]|PermissionSetPortalControllers.isNotSystemSObjectList|{"s":1,"v":["Accounts","Contacts"]}|0x4e7b5d4b
16:58:13.3 (27080308)|METHOD_EXIT|[218]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.addSObjNamesToList()
16:58:13.3 (27087794)|HEAP_ALLOCATE|[220]|Bytes:4
16:58:13.3 (27099734)|ENTERING_MANAGED_PKG|
16:58:13.3 (27120979)|ENTERING_MANAGED_PKG|
16:58:13.3 (27198509)|HEAP_ALLOCATE|[220]|Bytes:6720
16:58:13.3 (27217358)|ENTERING_MANAGED_PKG|
16:58:13.3 (27258129)|HEAP_ALLOCATE|[220]|Bytes:1416
16:58:13.3 (27271003)|ENTERING_MANAGED_PKG|
16:58:13.3 (27330364)|HEAP_ALLOCATE|[220]|Bytes:5
16:58:13.3 (27346227)|VARIABLE_SCOPE_BEGIN|[220]|key|String|false|false
16:58:13.3 (27353986)|VARIABLE_ASSIGNMENT|[220]|key|"contract"
16:58:13.3 (27357177)|STATEMENT_EXECUTE|[220]
16:58:13.3 (27358586)|STATEMENT_EXECUTE|[222]
16:58:13.3 (27370989)|ENTERING_MANAGED_PKG|
16:58:13.3 (28198872)|HEAP_ALLOCATE|[222]|Bytes:4
16:58:13.3 (28243868)|VARIABLE_SCOPE_BEGIN|[222]|sObjResult|Schema.DescribeSObjectResult|true|false
