36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
21:24:05.0 (104686)|EXECUTION_STARTED
21:24:05.0 (143057)|CODE_UNIT_STARTED|[EXTERNAL]|01p36000005Jpvx|PermissionSetPortalControllers.getAllPermissionSets
21:24:05.0 (263870)|VARIABLE_SCOPE_BEGIN|[3]|PermissionSetPortalControllers.AllPermissionSets|List<PermissionSet>|true|true
21:24:05.0 (278938)|VARIABLE_SCOPE_BEGIN|[5]|PermissionSetPortalControllers.allObjectsOfOrg|List<shiva15testns.PermissionSetPortalControllers.ObjectDetailsClass>|true|true
21:24:05.0 (287071)|VARIABLE_SCOPE_BEGIN|[7]|PermissionSetPortalControllers.inputField|String|false|true
21:24:05.0 (291746)|VARIABLE_SCOPE_BEGIN|[9]|PermissionSetPortalControllers.isNotSystemSObjectList|List<String>|true|true
21:24:05.0 (644953)|HEAP_ALLOCATE|[72]|Bytes:3
21:24:05.0 (694438)|HEAP_ALLOCATE|[77]|Bytes:152
21:24:05.0 (731379)|HEAP_ALLOCATE|[342]|Bytes:408
21:24:05.0 (755760)|HEAP_ALLOCATE|[355]|Bytes:408
21:24:05.0 (776985)|HEAP_ALLOCATE|[467]|Bytes:48
21:24:05.0 (814889)|HEAP_ALLOCATE|[139]|Bytes:6
21:24:05.0 (840268)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:221
21:24:05.0 (852853)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
21:24:05.0 (857162)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:39
21:24:05.0 (861527)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:67
21:24:05.0 (1023614)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
21:24:05.0 (1030567)|STATEMENT_EXECUTE|[1]
21:24:05.0 (1037179)|STATEMENT_EXECUTE|[1]
21:24:05.0 (1072367)|HEAP_ALLOCATE|[50]|Bytes:5
21:24:05.0 (1096992)|HEAP_ALLOCATE|[56]|Bytes:5
21:24:05.0 (1113822)|HEAP_ALLOCATE|[64]|Bytes:7
21:24:05.0 (1140060)|SYSTEM_MODE_ENTER|false
21:24:05.0 (1155752)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
21:24:05.0 (1160676)|STATEMENT_EXECUTE|[876]
21:24:05.0 (1162611)|STATEMENT_EXECUTE|[903]
21:24:05.0 (1164022)|STATEMENT_EXECUTE|[921]
21:24:05.0 (1165260)|STATEMENT_EXECUTE|[937]
21:24:05.0 (1166419)|STATEMENT_EXECUTE|[966]
21:24:05.0 (1167710)|STATEMENT_EXECUTE|[994]
21:24:05.0 (1168902)|STATEMENT_EXECUTE|[1019]
21:24:05.0 (1170258)|STATEMENT_EXECUTE|[1035]
21:24:05.0 (1171544)|STATEMENT_EXECUTE|[1099]
21:24:05.0 (1172807)|STATEMENT_EXECUTE|[1110]
21:24:05.0 (1174138)|STATEMENT_EXECUTE|[1115]
21:24:05.0 (1179164)|SYSTEM_MODE_EXIT|false
21:24:05.0 (1189645)|METHOD_EXIT|[1]|PermissionSetPortalControllers
21:24:05.0 (1200043)|SYSTEM_MODE_ENTER|false
21:24:05.0 (1218882)|HEAP_ALLOCATE|[83]|Bytes:5
21:24:05.0 (1223195)|STATEMENT_EXECUTE|[82]
21:24:05.0 (1224758)|STATEMENT_EXECUTE|[83]
21:24:05.0 (1226050)|STATEMENT_EXECUTE|[83]
21:24:05.0 (1227222)|STATEMENT_EXECUTE|[85]
