36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
17:42:27.3 (3255651)|METHOD_EXIT|[1]|PermissionSetPortalControllers
17:42:27.3 (4604713)|SOQL_EXECUTE_BEGIN|[238]|Aggregations:0|SELECT ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
17:42:27.3 (25987035)|SOQL_EXECUTE_END|[238]|Rows:11
17:42:27.3 (27603026)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (28330262)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (28409964)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (28742830)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (28817970)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (29206417)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (29455558)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (29765888)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (29805288)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (29951735)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (29989149)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (30185041)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (30404372)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (30711594)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (30750077)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (30895379)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (30932161)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (31124025)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (31330253)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (31636815)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (31675804)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (31820694)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (31857208)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (32048760)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (32252348)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (32555341)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (32592994)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (32742393)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (32778824)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (32968597)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (33172436)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (33478632)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (33516689)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (33667364)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (33704104)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (33893703)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (34101658)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (34400643)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (34442251)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (34585244)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (34626605)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (34817041)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (35022329)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (35320795)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (35358586)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (35507324)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (35543746)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (35740319)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (35943412)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (36243861)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (36281571)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (36431567)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (36468381)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (36672418)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (36873671)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (37172990)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (37210813)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (37360344)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (37396406)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (37591790)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (37797858)|CONSTRUCTOR_ENTRY|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (38097361)|CONSTRUCTOR_EXIT|[247]|01p36000005Jpvx|<init>(Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
17:42:27.3 (38135761)|CONSTRUCTOR_ENTRY|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (38278745)|CONSTRUCTOR_EXIT|[248]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (38315440)|CONSTRUCTOR_ENTRY|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (38504603)|CONSTRUCTOR_EXIT|[250]|01p36000005Jpvx|<init>(shiva15testns.PermissionSetPortalControllers.ObjectClass,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass)
17:42:27.3 (38588646)|METHOD_ENTRY|[253]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.comparingAndManiplatingObject(List<shiva15testns.PermissionSetPortalControllers.ObjectwithPSetPermissionsClass>)
17:42:27.3 (38759062)|METHOD_ENTRY|[288]|01p36000005Jpvx|shiva15testns.PermissionSetPortalControllers.getAllObjects()
17:42:27.3 (52064185)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (52244169)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (52593380)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (52767751)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (53067270)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (53226413)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (53973527)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (54133757)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (54462698)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (54625808)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (54906584)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (55065374)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (55342633)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (55502293)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (56204371)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (56363748)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (56646220)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (56811464)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (57090675)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (57252340)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (57546995)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (57718735)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (57993705)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (58153487)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (58424903)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (58581079)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (58864272)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (59023623)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (59295011)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (59458212)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (59729337)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (59886335)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (60152475)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (60315453)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (60579986)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (60741873)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (61077571)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (61242771)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (61542737)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (61707031)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (61996260)|CONSTRUCTOR_ENTRY|[105]|01p36000005Jpvx|<init>(String,String,String)
17:42:27.3 (62155905)|CONSTRUCTOR_EXIT|[105]|01p36000005Jpvx|<init>(String,String,String)
