36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:03:34.3 (3583193)|METHOD_EXIT|[1]|PermissionSetPortalControllers
16:03:34.3 (6351668)|SOQL_EXECUTE_BEGIN|[709]|Aggregations:0|SELECT Id, ParentId, Parent.Name, Parent.PermissionsTransferAnyLead, SobjectType, PermissionsCreate, PermissionsDelete, PermissionsEdit, PermissionsModifyAllRecords, PermissionsRead, PermissionsViewAllRecords FROM ObjectPermissions WHERE ParentId = :tmpVar1
16:03:34.3 (29807096)|SOQL_EXECUTE_END|[709]|Rows:13
16:03:34.3 (31237047)|CONSTRUCTOR_ENTRY|[717]|01p36000005Jpvx|<init>(String,Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:03:34.3 (32133251)|CONSTRUCTOR_EXIT|[717]|01p36000005Jpvx|<init>(String,Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:03:34.3 (32239611)|CONSTRUCTOR_ENTRY|[718]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:03:34.3 (32464125)|CONSTRUCTOR_EXIT|[718]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:03:34.3 (32653018)|CONSTRUCTOR_ENTRY|[717]|01p36000005Jpvx|<init>(String,Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:03:34.3 (33003556)|CONSTRUCTOR_EXIT|[717]|01p36000005Jpvx|<init>(String,Boolean,Boolean,Boolean,Boolean,Boolean,Boolean)
16:03:34.3 (33050324)|CONSTRUCTOR_ENTRY|[718]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
16:03:34.3 (33207640)|CONSTRUCTOR_EXIT|[718]|01p36000005Jpvx|<init>(String,String,String,String,String,shiva15testns.PermissionSetPortalControllers.ObjectPermissionsClass,List<shiva15testns.PermissionSetPortalControllers.FieldDetailsClass>)
