36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:44:09.0 (339659)|EXECUTION_STARTED
13:44:09.0 (369224)|CODE_UNIT_STARTED|[EXTERNAL]|01p36000005Jpvx|PermissionSetPortalControllers.getAllPermissionSets
13:44:09.0 (1236883)|VARIABLE_SCOPE_BEGIN|[3]|PermissionSetPortalControllers.AllPermissionSets|List<PermissionSet>|true|true
13:44:09.0 (1338107)|VARIABLE_SCOPE_BEGIN|[4]|PermissionSetPortalControllers.allObjectsOfOrg|List<shiva15testns.PermissionSetPortalControllers.ObjectClass>|true|true
13:44:09.0 (1369578)|VARIABLE_SCOPE_BEGIN|[5]|PermissionSetPortalControllers.inputField|String|false|true
13:44:09.0 (1382512)|VARIABLE_SCOPE_BEGIN|[7]|PermissionSetPortalControllers.isNotSystemSObjectList|List<String>|true|true
13:44:09.0 (1603796)|HEAP_ALLOCATE|[72]|Bytes:3
13:44:09.0 (1664431)|HEAP_ALLOCATE|[77]|Bytes:152
13:44:09.0 (1693349)|HEAP_ALLOCATE|[342]|Bytes:408
13:44:09.0 (1716255)|HEAP_ALLOCATE|[355]|Bytes:408
13:44:09.0 (1736790)|HEAP_ALLOCATE|[467]|Bytes:48
13:44:09.0 (1778066)|HEAP_ALLOCATE|[139]|Bytes:6
13:44:09.0 (1804234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:117
13:44:09.0 (1810117)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
13:44:09.0 (1813139)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:30
13:44:09.0 (1816194)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:129
13:44:09.0 (1835779)|METHOD_ENTRY|[1]|01p36000005Jpvx|PermissionSetPortalControllers.PermissionSetPortalControllers()
13:44:09.0 (1841095)|STATEMENT_EXECUTE|[1]
13:44:09.0 (1849416)|STATEMENT_EXECUTE|[1]
13:44:09.0 (1891925)|HEAP_ALLOCATE|[50]|Bytes:5
13:44:09.0 (1918378)|HEAP_ALLOCATE|[56]|Bytes:5
13:44:09.0 (1926675)|HEAP_ALLOCATE|[64]|Bytes:7
13:44:09.0 (1953443)|SYSTEM_MODE_ENTER|false
13:44:09.0 (1972117)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
13:44:09.0 (1976631)|STATEMENT_EXECUTE|[405]
13:44:09.0 (1978165)|STATEMENT_EXECUTE|[429]
13:44:09.0 (1979276)|STATEMENT_EXECUTE|[446]
13:44:09.0 (1980379)|STATEMENT_EXECUTE|[461]
13:44:09.0 (1981497)|STATEMENT_EXECUTE|[487]
13:44:09.0 (1982590)|STATEMENT_EXECUTE|[503]
13:44:09.0 (1988788)|SYSTEM_MODE_EXIT|false
13:44:09.0 (2001803)|METHOD_EXIT|[1]|PermissionSetPortalControllers
13:44:09.0 (2014166)|SYSTEM_MODE_ENTER|false
13:44:09.0 (2029314)|HEAP_ALLOCATE|[81]|Bytes:5
13:44:09.0 (2033237)|STATEMENT_EXECUTE|[80]
13:44:09.0 (2034628)|STATEMENT_EXECUTE|[81]
13:44:09.0 (2035757)|STATEMENT_EXECUTE|[81]
13:44:09.0 (2037034)|STATEMENT_EXECUTE|[83]
13:44:09.0 (2039988)|HEAP_ALLOCATE|[83]|Bytes:92
13:44:09.0 (2052089)|HEAP_ALLOCATE|[83]|Bytes:4
13:44:09.0 (3239180)|SOQL_EXECUTE_BEGIN|[83]|Aggregations:0|SELECT Id, Name, Description, NamespacePrefix, UserLicenseId, CreatedDate FROM PermissionSet
13:44:09.0 (7709879)|SOQL_EXECUTE_END|[83]|Rows:37
13:44:09.0 (7737269)|HEAP_ALLOCATE|[83]|Bytes:152
13:44:09.0 (7826594)|HEAP_ALLOCATE|[83]|Bytes:5408
13:44:09.0 (7866869)|HEAP_ALLOCATE|[83]|Bytes:152
13:44:09.0 (7924149)|VARIABLE_ASSIGNMENT|[83]|PermissionSetPortalControllers.AllPermissionSets|{"s":1,"v":"List of size 37 too large to display"}|0x20e74842
13:44:09.0 (8032653)|ENTERING_MANAGED_PKG|
13:44:09.0 (8074667)|STATEMENT_EXECUTE|[84]
13:44:09.0 (8076972)|STATEMENT_EXECUTE|[85]
13:44:09.0 (8215880)|VARIABLE_SCOPE_BEGIN|[85]|pSetObj|shiva15testns.PermissionSetPortalControllers.PermissionSetClass|true|false
13:44:09.0 (8227619)|VARIABLE_ASSIGNMENT|[85]|pSetObj|null|
13:44:09.0 (8230558)|STATEMENT_EXECUTE|[86]
13:44:09.0 (8237772)|HEAP_ALLOCATE|[86]|Bytes:4
13:44:09.0 (8289408)|ENTERING_MANAGED_PKG|
13:44:09.0 (8314528)|VARIABLE_SCOPE_BEGIN|[86]|permissionSetsLst|List<shiva15testns.PermissionSetPortalControllers.PermissionSetClass>|true|false
13:44:09.0 (8338127)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:44:09.0 (8353035)|VARIABLE_ASSIGNMENT|[86]|permissionSetsLst|{"s":1,"v":[]}|0x23d4f37a
13:44:09.0 (8369769)|ENTERING_MANAGED_PKG|
13:44:09.0 (8600375)|HEAP_ALLOCATE|[87]|Bytes:5
13:44:09.0 (8644414)|HEAP_ALLOCATE|[87]|Bytes:24
13:44:09.0 (8658388)|VARIABLE_SCOPE_BEGIN|[87]|PSetName|PermissionSet|true|false
13:44:09.0 (8706310)|VARIABLE_ASSIGNMENT|[87]|PSetName|{"s":1,"v":{"Id":"0PS36000000mmnFGAQ","Name":"X00e1a000000MWa8AAG","NamespacePrefix":"shiva15testns","UserLicenseId":"10036000000eSpzAAE","CreatedDate":"2016-03-08T19:00:02.000Z"}}|0xb24724d
13:44:09.0 (8711232)|STATEMENT_EXECUTE|[87]
13:44:09.0 (8712884)|STATEMENT_EXECUTE|[88]
13:44:09.0 (8718849)|HEAP_ALLOCATE|[88]|Bytes:212
13:44:09.0 (8724176)|HEAP_ALLOCATE|[88]|Bytes:27
13:44:09.0 (8747062)|HEAP_ALLOCATE|[88]|Bytes:28
13:44:09.0 (8819507)|ENTERING_MANAGED_PKG|
13:44:09.0 (8851449)|HEAP_ALLOCATE|[88]|Bytes:18
13:44:09.0 (8900011)|ENTERING_MANAGED_PKG|
13:44:09.0 (8904326)|HEAP_ALLOCATE|[88]|Bytes:18
13:44:09.0 (8943850)|ENTERING_MANAGED_PKG|
13:44:09.0 (8962635)|HEAP_ALLOCATE|[88]|Bytes:19
13:44:09.0 (8998997)|CONSTRUCTOR_ENTRY|[88]|01p36000005Jpvx|<init>(String,String,String,String,String,String)
13:44:09.0 (9016383)|VARIABLE_SCOPE_BEGIN|[476]|this|shiva15testns.PermissionSetPortalControllers.PermissionSetClass|true|false
13:44:09.0 (9086274)|VARIABLE_ASSIGNMENT|[476]|this|{}|0x1c40b86e
13:44:09.0 (9090809)|VARIABLE_SCOPE_BEGIN|[476]|name|String|false|false
13:44:09.0 (9096517)|VARIABLE_ASSIGNMENT|[476]|name|"X00e1a000000MWa8AAG"
13:44:09.0 (9098949)|VARIABLE_SCOPE_BEGIN|[476]|id|String|false|false
13:44:09.0 (9102103)|VARIABLE_ASSIGNMENT|[476]|id|"0PS36000000mmnFGAQ"
13:44:09.0 (9104191)|VARIABLE_SCOPE_BEGIN|[476]|description|String|false|false
13:44:09.0 (9107256)|VARIABLE_ASSIGNMENT|[476]|description|null
13:44:09.0 (9109252)|VARIABLE_SCOPE_BEGIN|[476]|namespacePrefix|String|false|false
13:44:09.0 (9112356)|VARIABLE_ASSIGNMENT|[476]|namespacePrefix|"shiva15testns"
13:44:09.0 (9114430)|VARIABLE_SCOPE_BEGIN|[476]|userLicenseId|String|false|false
13:44:09.0 (9117415)|VARIABLE_ASSIGNMENT|[476]|userLicenseId|"10036000000eSpzAAE"
13:44:09.0 (9119467)|VARIABLE_SCOPE_BEGIN|[476]|createdDate|String|false|false
13:44:09.0 (9122379)|VARIABLE_ASSIGNMENT|[476]|createdDate|"2016-03-08 11:00:02"
13:44:09.0 (9126055)|STATEMENT_EXECUTE|[461]
13:44:09.0 (9127597)|STATEMENT_EXECUTE|[464]
13:44:09.0 (9128982)|STATEMENT_EXECUTE|[466]
13:44:09.0 (9130102)|STATEMENT_EXECUTE|[468]
13:44:09.0 (9131266)|STATEMENT_EXECUTE|[470]
13:44:09.0 (9132386)|STATEMENT_EXECUTE|[472]
13:44:09.0 (9133512)|STATEMENT_EXECUTE|[474]
13:44:09.0 (9141252)|HEAP_ALLOCATE|[478]|Bytes:6
13:44:09.0 (9167614)|STATEMENT_EXECUTE|[477]
13:44:09.0 (9169735)|STATEMENT_EXECUTE|[478]
13:44:09.0 (9246401)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x1c40b86e
13:44:09.0 (9253755)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"X00e1a000000MWa8AAG"
13:44:09.0 (9264736)|VARIABLE_ASSIGNMENT|[464]|this.name|"X00e1a000000MWa8AAG"|0x1c40b86e
13:44:09.0 (9271825)|STATEMENT_EXECUTE|[479]
13:44:09.0 (9324632)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"name":"X00e1a000000MWa8AAG"}|0x1c40b86e
13:44:09.0 (9330859)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"0PS36000000mmnFGAQ"
13:44:09.0 (9339482)|VARIABLE_ASSIGNMENT|[466]|this.id|"0PS36000000mmnFGAQ"|0x1c40b86e
13:44:09.0 (9346229)|STATEMENT_EXECUTE|[480]
13:44:09.0 (9399237)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"id":"0PS36000000mmnFGAQ","name":"X00e1a000000MWa8AAG"}|0x1c40b86e
13:44:09.0 (9405593)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|null
13:44:09.0 (9413529)|VARIABLE_ASSIGNMENT|[468]|this.description|null|0x1c40b86e
13:44:09.0 (9420167)|STATEMENT_EXECUTE|[481]
13:44:09.0 (9471246)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"id":"0PS36000000mmnFGAQ","name":"X00e1a000000MWa8AAG"}|0x1c40b86e
13:44:09.0 (9477166)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"shiva15testns"
13:44:09.0 (9485345)|VARIABLE_ASSIGNMENT|[470]|this.namespacePrefix|"shiva15testns"|0x1c40b86e
13:44:09.0 (9491944)|STATEMENT_EXECUTE|[482]
13:44:09.0 (9542559)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"id":"0PS36000000mmnFGAQ","name":"X00e1a000000MWa8AAG","namespacePrefix":"shiva15testns"}|0x1c40b86e
13:44:09.0 (9548918)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"10036000000eSpzAAE"
13:44:09.0 (9557030)|VARIABLE_ASSIGNMENT|[472]|this.userLicenseId|"10036000000eSpzAAE"|0x1c40b86e
13:44:09.0 (9563767)|STATEMENT_EXECUTE|[483]
13:44:09.0 (9615789)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"id":"0PS36000000mmnFGAQ","name":"X00e1a000000MWa8AAG","namespacePrefix":"shiva15testns","userLicenseId":"10036000000eSpzAAE"}|0x1c40b86e
